date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2019-05-31,Golf,False,Shreveport Golf,8.64,"1,054",5:23:39,95,153,0,0,1.6,12,"1,398","1,388",0.0,0,0,0,0,0,0,0,0,0,0,5:23:39,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,00:00:00,00:00:00
2019-06-03,Treadmill Running,False,Treadmill Running,2.0,228,0:21:49,160,175,163,170,10:54,6:37,0,0,0.74,0,0,0,0,0,0,0,0,0,0,21:49,0:00,0,0:00,No,00:00.97,3,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54
2019-06-05,Running,False,Longview Running,2.16,239,0:24:50,155,173,164,190,11:29,9:43,92,98,0.85,0,0,0,0,0,0,0,0,0,0,1:0:50:00.000,0:00,0,0:00,No,01:59.47,3,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2019-06-10,Running,False,Longview Running,3.01,276,0:39:52,124,151,125,245,13:14,7:30,194,243,0.98,0,0,0,0,0,0,0,0,0,0,1:15:52,0:00,0,0:00,No,00:12.14,4,0,10,garmin,0,0 days 00:13:14,0 days 00:13:14
2019-06-11,Running,False,Longview Running,1.49,140,0:20:52,127,150,114,245,13:57,6:59,56,36,1.01,0,0,0,0,0,0,0,0,0,0,20:52,0:00,0,0:00,No,07:43.53,2,0,10,garmin,0,0 days 00:13:57,0 days 00:13:57
2019-06-13,Running,False,Longview Running,2.0,217,0:22:13,152,177,165,189,11:06,9:25,52,43,0.88,0,0,0,0,0,0,0,0,0,0,22:13,0:00,0,0:00,No,00:02.05,3,0,10,garmin,0,0 days 00:11:06,0 days 00:11:06
2019-06-17,Treadmill Running,False,Treadmill Running,1.0,114,0:11:29,151,164,165,171,11:29,10:46,0,0,0.78,0,0,0,0,0,0,0,0,0,0,11:29,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2019-06-17,Treadmill Running,False,Treadmill Running,1.0,106,0:11:24,143,158,163,178,11:24,11:01,0,0,0.78,0,0,0,0,0,0,0,0,0,0,11:24,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:24,0 days 00:11:24
2019-06-18,Treadmill Running,False,Treadmill Running,3.0,341,0:34:23,152,166,164,174,11:28,10:58,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1:10:23:00.000,0:00,0,0:00,No,00:01.17,4,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28
2019-06-23,Treadmill Running,False,Treadmill Running,2.0,203,0:21:00,149,170,164,175,10:30,9:39,0,0,0.85,0,0,0,0,0,0,0,0,0,0,21:00,0:00,0,0:00,No,00:00.95,3,0,10,garmin,0,0 days 00:10:30,0 days 00:10:30
2019-06-25,Treadmill Running,False,Treadmill Running,2.0,233,0:22:39,157,182,162,170,11:19,9:49,0,0,0.82,0,0,0,0,0,0,0,0,0,0,22:39,0:00,0,0:00,No,00:01.26,3,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19
2019-06-27,Pool Swimming,False,Lap Swimming,0.0,0,0:00:16,0,0,0,0,1:00:00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:16.9,0:00,0,0:00,No,00:01.53,4,0,10,garmin,0,0 days 00:01:00,0 days 00:01:00
2019-06-27,Pool Swimming,False,Lap Swimming,0.0,0,0:02:32,0,0,0,0,1:00:00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:32.9,0:00,0,0:00,No,00:00.18,19,0,10,garmin,0,0 days 00:01:00,0 days 00:01:00
2019-06-29,Indoor Running,False,Indoor Running,1.04,81,0:10:01,131,149,166,247,9:40,7:35,0,0,1.01,0,0,0,0,0,0,0,0,0,0,10:01,0:00,0,0:00,No,00:24.83,2,0,10,garmin,0,0 days 00:09:40,0 days 00:09:40
2019-07-01,Running,False,Longview Running,3.03,343,0:39:13,144,171,133,192,12:55,9:20,896,988,0.95,0,0,0,0,0,0,0,0,0,0,1:15:13,0:00,0,0:00,No,00:39.74,4,0,10,garmin,0,0 days 00:12:55,0 days 00:12:55
2019-07-02,Running,False,Longview Running,3.0,356,0:35:50,161,181,150,240,11:56,10:05,433,436,0.9,0,0,0,0,0,0,0,0,0,0,1:11:50,0:00,0,0:00,No,00:02.22,4,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56
2019-07-04,Running,False,Tyler Running,3.07,353,0:39:10,148,167,134,241,12:46,9:33,614,627,0.98,0,0,0,0,0,0,0,0,0,0,1:15:10,0:00,0,0:00,No,03:56.19,4,0,10,garmin,0,0 days 00:12:46,0 days 00:12:46
2019-07-05,Treadmill Running,False,Treadmill Running,3.0,317,0:31:57,151,167,166,178,10:39,8:59,0,0,0.77,0,0,0,0,0,0,0,0,0,0,1:7:57,0:00,0,0:00,No,00:00.92,4,0,10,garmin,0,0 days 00:10:39,0 days 00:10:39
2019-07-08,Running,False,Longview Running,2.31,266,0:28:38,158,174,152,176,12:25,11:01,128,121,0.86,0,0,0,0,0,0,0,0,0,0,1:4:38,0:00,0,0:00,No,04:34.19,3,0,10,garmin,0,0 days 00:12:25,0 days 00:12:25
2019-07-09,Treadmill Running,False,Treadmill Running,5.0,529,0:54:57,150,166,164,176,10:59,8:32,0,0,0.73,0,0,0,0,0,0,0,0,0,0,2:6:57,0:00,0,0:00,No,00:45.83,5,0,10,garmin,0,0 days 00:10:59,0 days 00:10:59
2019-07-13,Running,False,Longview Running,1.05,116,0:12:27,155,172,161,170,11:53,10:14,20,26,0.84,0,0,0,0,0,0,0,0,0,0,12:27,0:00,0,0:00,No,00:33.61,2,0,10,garmin,0,0 days 00:11:53,0 days 00:11:53
2019-07-14,Running,False,Longview Running,2.0,217,0:23:52,151,176,162,186,11:55,9:41,36,23,0.83,0,0,0,0,0,0,0,0,0,0,23:52,0:00,0,0:00,No,00:01.31,3,0,10,garmin,0,0 days 00:11:55,0 days 00:11:55
2019-07-15,Treadmill Running,False,Treadmill Running,3.0,339,0:32:20,161,178,165,172,10:47,9:01,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1:8:20:00.000,0:00,0,0:00,No,00:00.90,4,0,10,garmin,0,0 days 00:10:47,0 days 00:10:47
2019-07-16,Treadmill Running,False,Treadmill Running,2.0,234,0:23:13,155,177,162,167,11:36,9:41,0,0,0.8,0,0,0,0,0,0,0,0,0,0,23:13,0:00,0,0:00,No,00:01.10,3,0,10,garmin,0,0 days 00:11:36,0 days 00:11:36
2019-07-19,Treadmill Running,False,Treadmill Running,1.25,162,0:16:09,155,177,149,164,12:55,10:16,0,0,0.77,0,0,0,0,0,0,0,0,0,0,16:09,0:00,0,0:00,No,02:59.90,2,0,10,garmin,0,0 days 00:12:55,0 days 00:12:55
2019-07-21,Treadmill Running,False,Treadmill Running,2.05,227,0:24:38,147,168,152,170,12:01,9:43,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1:0:38:00.000,0:00,0,0:00,No,00:44.57,3,0,10,garmin,0,0 days 00:12:01,0 days 00:12:01
