date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2019-02-01,Running,False,Longview Running,10.01,"1,097",1:53:04,160,183,166,174,11:18,9:45,387,384,0.86,0,0,0,0,0,0,0,0,0,0,1:53:04,0:00,0,0:00,No,10:50.09,11,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18
2019-02-03,Running,False,Longview Running,5.0,544,0:52:03,163,188,168,180,10:24,9:18,112,115,0.92,0,0,0,0,0,0,0,0,0,0,2:4:03:00.000,0:00,0,0:00,No,10:15.04,5,0,10,garmin,0,0 days 00:10:24,0 days 00:10:24
2019-02-05,Running,False,Longview Running,5.0,545,0:57:23,155,177,163,180,11:28,9:01,207,531,0.86,0,0,0,0,0,0,0,0,0,0,2:9:23,0:00,0,0:00,No,10:49.71,6,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28
2019-02-06,Running,False,Longview Running,3.0,324,0:34:09,150,170,163,175,11:22,9:53,85,92,0.87,0,0,0,0,0,0,0,0,0,0,1:10:09,0:00,0,0:00,No,11:13.91,4,0,10,garmin,0,0 days 00:11:22,0 days 00:11:22
2019-02-09,Running,False,Kilgore Running,10.99,"1,216",1:52:36,167,187,170,186,10:15,8:44,282,220,0.92,0,0,0,0,0,0,0,0,0,0,1:52:36,0:00,0,0:00,No,09:48.43,11,0,10,garmin,0,0 days 00:10:15,0 days 00:10:15
2019-02-13,Running,False,Longview Running,3.0,323,0:31:44,154,169,168,177,10:35,9:20,102,79,0.91,0,0,0,0,0,0,0,0,0,0,1:7:44,0:00,0,0:00,No,10:23.94,3,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35
2019-02-14,Running,False,Longview Running,3.0,320,0:34:57,148,165,163,172,11:39,10:01,89,75,0.85,0,0,0,0,0,0,0,0,0,0,1:10:57,0:00,0,0:00,No,11:20.21,4,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39
2019-02-16,Yoga,False,Yoga,0.0,226,1:15:06,88,127,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1:15:06,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,00:00:00,00:00:00
2019-02-16,Running,False,Longview Running,5.0,569,0:57:10,161,183,164,176,11:26,9:49,269,213,0.86,0,0,0,0,0,0,0,0,0,0,2:9:10:00.000,0:00,0,0:00,No,11:07.20,5,0,10,garmin,0,0 days 00:11:26,0 days 00:11:26
2019-02-17,Running,False,Longview Running,3.1,336,0:36:29,146,164,163,174,11:46,10:12,236,259,0.84,0,0,0,0,0,0,0,0,0,0,1:12:29,0:00,0,0:00,No,11:43.37,4,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46
2019-02-21,Running,False,Longview Running,12.0,"1,368",2:18:40,167,180,163,248,11:33,9:29,"1,014","1,089",0.85,0,0,0,0,0,0,0,0,0,0,2:18:40,0:00,0,0:00,No,10:29.44,13,0,10,garmin,0,0 days 00:11:33,0 days 00:11:33
2019-02-25,Treadmill Running,False,Treadmill Running,3.0,331,0:32:57,154,183,164,176,10:59,9:02,0,0,0.71,0,0,0,0,0,0,0,0,0,0,1:8:57:00.000,0:00,0,0:00,No,10:27.96,4,0,10,garmin,0,0 days 00:10:59,0 days 00:10:59
2019-03-03,Running,False,Little Rock - Running,13.25,"1,390",2:25:31,164,186,163,181,10:59,9:06,"1,722","1,549",0.9,0,0,0,0,0,0,0,0,0,0,2:25:31,0:00,0,0:00,No,02:27.65,14,0,10,garmin,1,0 days 00:10:59,0 days 00:10:59
