,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2019-07-25,Running,False,Longview Running,1.09,109,0:11:51,144,170,167,182,10:52,8:43,30,30,0.89,0,0,0,0,0,0,0,0,0,0,11:51,0:00,0,0:00,No,01:09.21,2,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,27.52293577981651,0.8228571428571428,8.098159509202453,5.521472392638037,8.098269530066029,9.841646998344132
1,1,2019-07-26,Running,False,Longview Running,1.0,101,0:10:48,140,156,168,188,10:46,9:11,36,23,0.89,0,0,0,0,0,0,0,0,0,0,10:48,0:00,0,0:00,No,00:01.76,2,0,10,garmin,0,0 days 00:10:46,0 days 00:10:46,36.0,0.8,8.173374613003094,5.572755417956656,8.173564591093552,10.21695573886694
2,2,2019-07-28,Running,False,Sonoma Running,3.01,354,0:37:25,168,182,153,169,12:26,10:25,20,26,0.85,0,0,0,0,0,0,0,0,0,0,1:13:25,0:00,0,0:00,No,00:03.36,4,0,10,garmin,0,0 days 00:12:26,0 days 00:12:26,6.64451827242525,0.96,7.077747989276139,4.825737265415549,7.077753593611075,7.372659993344871
3,4,2019-08-01,Running,False,Longview Running,3.0,339,0:35:36,163,185,161,182,11:51,9:57,82,66,0.84,0,0,0,0,0,0,0,0,0,0,1:11:36,0:00,0,0:00,No,00:02.50,4,0,10,garmin,0,0 days 00:11:51,0 days 00:11:51,27.333333333333332,0.9314285714285714,7.4261603375527425,5.063291139240507,7.426259843437772,7.972978359519081
4,5,2019-08-03,Running,False,Montgomery County Running,3.0,350,0:40:02,155,177,143,230,13:20,9:22,315,348,0.85,0,0,0,0,0,0,0,0,0,0,1:16:02,0:00,0,0:00,No,00:01.64,4,0,10,garmin,0,0 days 00:13:20,0 days 00:13:20,105.0,0.8857142857142857,6.6,4.5,6.601304913613671,7.453086192789629
5,7,2019-08-05,Running,False,Longview Running,3.0,328,0:37:08,162,180,161,180,12:22,11:11,72,75,0.81,0,0,0,0,0,0,0,0,0,0,1:13:08,0:00,0,0:00,No,00:01.72,4,0,10,garmin,0,0 days 00:12:22,0 days 00:12:22,24.0,0.9257142857142857,7.115902964959568,4.8517520215633425,7.115976475974132,7.687011625280698
6,9,2019-08-08,Running,False,Longview Running,3.02,327,0:37:31,154,179,162,172,12:25,9:29,82,75,0.8,0,0,0,0,0,0,0,0,0,0,1:13:31,0:00,0,0:00,No,00:14.66,4,0,10,garmin,0,0 days 00:12:25,0 days 00:12:25,27.1523178807947,0.88,7.0872483221476505,4.832214765100671,7.087342033187437,8.053797764985724
7,17,2019-08-18,Running,False,Longview Running,7.01,737,1:50:39,135,176,123,216,15:47,10:56,1716,"1,716",0.84,0,0,0,0,0,0,0,0,0,0,1:50:39,0:00,0,0:00,No,00:08.96,8,0,10,garmin,0,0 days 00:15:47,0 days 00:15:47,244.79315263908703,0.7714285714285715,5.575501583949314,3.801478352692714,5.58149054441757,7.235265520541295
8,22,2019-08-27,Running,False,Longview Running,3.0,333,0:33:13,163,180,164,180,11:04,9:51,89,69,0.89,0,0,0,0,0,0,0,0,0,0,1:9:13,0:00,0,0:00,No,00:02.17,4,0,10,garmin,0,0 days 00:11:04,0 days 00:11:04,29.666666666666668,0.9314285714285714,7.951807228915662,5.421686746987952,7.951932745779285,8.537351107431748
9,25,2019-09-01,Running,False,Yamhill County Running,13.14,"1,507",2:37:08,166,214,157,248,11:57,10:03,4429,"4,514",0.86,0,0,0,0,0,0,0,0,0,0,2:37:08,0:00,0,0:00,No,01:37.70,14,0,10,garmin,1,0 days 00:11:57,0 days 00:11:57,337.06240487062405,0.9485714285714286,7.364016736401674,5.020920502092051,7.379006533965105,7.7790731532764665
