,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,2,2018-07-31,Running,False,Longview Running,3.0,381,0:35:47,168,185,161,184,11:56,7:11,128,131,0.84,0,0,0,0,0,0,0,0,0,0,1:11:47,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56,42.666666666666664,0.96,7.374301675977653,5.027932960893855,7.374542441003114,7.681815042711578
1,3,2018-08-01,Running,False,Longview Running,1.0,105,0:09:45,157,185,169,178,9:45,8:56,30,30,0.98,0,0,0,0,0,0,0,0,0,0,9:45.4,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:09:45,0 days 00:09:45,30.0,0.8971428571428571,9.025641025641026,6.153846153846154,9.025786712110921,10.060590284200071
2,5,2018-08-06,Running,False,Longview Running,2.0,244,0:24:01,164,183,161,171,12:01,9:55,52,59,0.83,0,0,0,0,0,0,0,0,0,0,1:0:01:00.000,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:01,0 days 00:12:01,26.0,0.9371428571428572,7.323162274618584,4.993065187239944,7.323251060698276,7.814444729403648
3,8,2018-08-12,Running,False,Washoe County Running,5.0,544,0:57:49,154,175,162,178,11:33,9:24,154,213,0.86,0,0,0,0,0,0,0,0,0,0,2:9:49,0:00,0,0:00,No,00:00.00,6,0,10,garmin,0,0 days 00:11:33,0 days 00:11:33,30.8,0.88,7.619047619047619,5.194805194805195,7.619177247574514,8.658155963152858
4,11,2018-08-20,Running,False,Longview Running,2.0,233,0:22:22,163,185,162,169,11:11,9:55,52,59,0.89,0,0,0,0,0,0,0,0,0,0,22:22,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:11,0 days 00:11:11,26.0,0.9314285714285714,7.868852459016393,5.365126676602086,7.8689478610483725,8.44825690603353
5,19,2018-09-06,Running,False,Longview Running,2.03,232,0:23:21,160,183,161,168,11:31,10:34,62,66,0.87,0,0,0,0,0,0,0,0,0,0,23:21,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31,30.54187192118227,0.9142857142857143,7.6410998552821985,5.209840810419681,7.641227689083905,8.357592784935521
6,20,2018-09-06,Running,False,Longview Running,1.0,104,0:13:45,133,155,124,239,13:47,10:18,33,26,0.94,0,0,0,0,0,0,0,0,0,0,13:45,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:13:47,0 days 00:13:47,33.0,0.76,6.384522370012092,4.353083434099154,6.384647066496904,8.400851403285401
7,22,2018-09-10,Running,False,Longview Running,4.28,438,1:00:20,139,170,134,248,14:07,8:41,253,266,0.85,0,0,0,0,0,0,0,0,0,0,1:00:20,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:14:07,0 days 00:14:07,59.112149532710276,0.7942857142857143,6.233766233766233,4.250295159386068,6.23415688802928,7.84875867197931
8,23,2018-09-11,Running,False,Longview Running,3.0,336,0:31:49,163,187,164,172,10:37,9:09,85,69,0.93,0,0,0,0,0,0,0,0,0,0,1:7:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:37,0 days 00:10:37,28.333333333333332,0.9314285714285714,8.288854003139717,5.65149136577708,8.288973343917796,8.899204510341193
9,24,2018-09-14,Running,False,Longview Running,3.13,355,0:41:24,146,180,136,168,13:12,10:16,92,112,1.0,0,0,0,0,0,0,0,0,0,0,1:17:24,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:13:12,0 days 00:13:12,29.39297124600639,0.8342857142857143,6.666666666666667,4.545454545454546,6.666769965285597,7.990991396746434
10,25,2018-09-14,Running,False,Longview Running,2.0,226,0:24:31,153,169,150,226,12:16,10:29,49,39,0.88,0,0,0,0,0,0,0,0,0,0,1:0:31,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:16,0 days 00:12:16,24.5,0.8742857142857143,7.17391304347826,4.891304347826087,7.173990273845242,8.205544430868741
11,26,2018-09-15,Running,False,Longview Running,3.0,321,0:39:28,143,159,145,170,13:10,10:56,194,207,0.84,0,0,0,0,0,0,0,0,0,0,1:15:28,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:13:10,0 days 00:13:10,64.66666666666667,0.8171428571428572,6.6835443037974684,4.556962025316456,6.684045552955049,8.17977602634359
12,36,2018-09-26,Running,False,Dallas Running,2.1,250,0:26:19,157,181,138,174,12:33,8:17,39,56,0.94,0,0,0,0,0,0,0,0,0,0,1:2:19,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:33,0 days 00:12:33,18.57142857142857,0.8971428571428571,7.011952191235058,4.780876494023904,7.011995565326126,7.81591862377116
13,39,2018-10-01,Running,False,Longview Running,3.0,323,0:32:41,157,176,163,176,10:54,9:31,82,79,0.9,0,0,0,0,0,0,0,0,0,0,1:8:41,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54,27.333333333333332,0.8971428571428571,8.073394495412844,5.504587155963303,8.073502673829138,8.999127184204452
14,40,2018-10-03,Running,False,Longview Running,3.0,322,0:35:49,156,180,160,167,11:57,10:32,59,164,0.84,0,0,0,0,0,0,0,0,0,0,1:11:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:57,0 days 00:11:57,19.666666666666668,0.8914285714285715,7.364016736401674,5.020920502092051,7.364067819465084,8.260973515425574
15,41,2018-10-05,Running,False,Longview Running,8.01,867,1:42:56,159,186,141,242,12:51,9:33,210,377,0.9,0,0,0,0,0,0,0,0,0,0,1:42:56,0:00,0,0:00,No,00:00.00,9,0,10,garmin,0,0 days 00:12:51,0 days 00:12:51,26.217228464419478,0.9085714285714286,6.848249027237354,4.669260700389105,6.848333448644001,7.537473921463524
