,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2018-09-10,Running,False,Longview Running,4.28,438,1:00:20,139,170,134,248,14:07,8:41,253,266,0.85,0,0,0,0,0,0,0,0,0,0,1:00:20,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:14:07,0 days 00:14:07,59.112149532710276,0.7942857142857143,6.233766233766233,4.250295159386068,6.23415688802928,7.84875867197931
1,2,2018-09-11,Running,False,Longview Running,3.0,336,0:31:49,163,187,164,172,10:37,9:09,85,69,0.93,0,0,0,0,0,0,0,0,0,0,1:7:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:37,0 days 00:10:37,28.333333333333332,0.9314285714285714,8.288854003139717,5.65149136577708,8.288973343917796,8.899204510341193
2,3,2018-09-14,Running,False,Longview Running,3.13,355,0:41:24,146,180,136,168,13:12,10:16,92,112,1.0,0,0,0,0,0,0,0,0,0,0,1:17:24,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:13:12,0 days 00:13:12,29.39297124600639,0.8342857142857143,6.666666666666667,4.545454545454546,6.666769965285597,7.990991396746434
3,4,2018-09-14,Running,False,Longview Running,2.0,226,0:24:31,153,169,150,226,12:16,10:29,49,39,0.88,0,0,0,0,0,0,0,0,0,0,1:0:31,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:16,0 days 00:12:16,24.5,0.8742857142857143,7.17391304347826,4.891304347826087,7.173990273845242,8.205544430868741
4,5,2018-09-15,Running,False,Longview Running,3.0,321,0:39:28,143,159,145,170,13:10,10:56,194,207,0.84,0,0,0,0,0,0,0,0,0,0,1:15:28,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:13:10,0 days 00:13:10,64.66666666666667,0.8171428571428572,6.6835443037974684,4.556962025316456,6.684045552955049,8.17977602634359
5,16,2018-09-26,Running,False,Dallas Running,2.1,250,0:26:19,157,181,138,174,12:33,8:17,39,56,0.94,0,0,0,0,0,0,0,0,0,0,1:2:19,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:33,0 days 00:12:33,18.57142857142857,0.8971428571428571,7.011952191235058,4.780876494023904,7.011995565326126,7.81591862377116
6,18,2018-10-01,Running,False,Longview Running,3.0,323,0:32:41,157,176,163,176,10:54,9:31,82,79,0.9,0,0,0,0,0,0,0,0,0,0,1:8:41,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54,27.333333333333332,0.8971428571428571,8.073394495412844,5.504587155963303,8.073502673829138,8.999127184204452
7,19,2018-10-03,Running,False,Longview Running,3.0,322,0:35:49,156,180,160,167,11:57,10:32,59,164,0.84,0,0,0,0,0,0,0,0,0,0,1:11:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:57,0 days 00:11:57,19.666666666666668,0.8914285714285715,7.364016736401674,5.020920502092051,7.364067819465084,8.260973515425574
8,20,2018-10-05,Running,False,Longview Running,8.01,867,1:42:56,159,186,141,242,12:51,9:33,210,377,0.9,0,0,0,0,0,0,0,0,0,0,1:42:56,0:00,0,0:00,No,00:00.00,9,0,10,garmin,0,0 days 00:12:51,0 days 00:12:51,26.217228464419478,0.9085714285714286,6.848249027237354,4.669260700389105,6.848333448644001,7.537473921463524
9,22,2018-10-08,Running,False,Longview Running,3.0,298,0:35:06,141,164,158,172,11:42,9:47,43,220,0.87,0,0,0,0,0,0,0,0,0,0,1:11:06:00.000,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42,14.333333333333334,0.8057142857142857,7.521367521367521,5.128205128205129,7.521395234943714,9.335065007908865
