,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,2,2020-01-14,Running,False,Longview Running,4.0,431,0:43:20,157,184,165,178,10:49,9:25,315,492,0.9,0,0,0,0,0,0,0,0,0,0,1:19:20,0:00,0,0:00,No,00:01.84,5,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49,78.75,0.8971428571428571,8.135593220338983,5.546995377503852,8.136498053189824,9.06934496374662
1,5,2020-01-20,Running,False,Longview Running,6.01,639,1:07:33,150,168,165,184,11:15,9:22,279,295,0.87,0,0,0,0,0,0,0,0,0,0,1:07:33,0:00,0,0:00,No,00:03.26,7,0,10,garmin,0,0 days 00:11:15,0 days 00:11:15,46.42262895174709,0.8571428571428571,7.822222222222221,5.333333333333333,7.8225245537082895,9.126278645993004
2,6,2020-01-23,Running,False,Longview Running,6.01,657,1:04:40,158,176,167,188,10:46,8:49,285,410,0.89,0,0,0,0,0,0,0,0,0,0,1:04:40,0:00,0,0:00,No,00:03.87,7,0,10,garmin,0,0 days 00:10:46,0 days 00:10:46,47.42096505823628,0.9028571428571428,8.173374613003094,5.572755417956656,8.173704249721675,9.053153441147426
3,7,2020-01-25,Running,False,Longview Running,10.0,"1,103",1:52:13,160,179,168,176,11:13,9:41,528,774,0.85,0,0,0,0,0,0,0,0,0,0,1:52:13,0:00,0,0:00,No,00:01.74,11,0,10,garmin,0,0 days 00:11:13,0 days 00:11:13,52.8,0.9142857142857143,7.845468053491826,5.349182763744428,7.845860317088158,8.581409721815172
4,8,2020-01-27,Running,False,Longview Running,1.01,124,0:12:48,152,166,139,178,12:41,8:06,371,151,0.91,0,0,0,0,0,0,0,0,0,0,12:48,0:00,0,0:00,No,00:05.21,2,0,10,garmin,0,0 days 00:12:41,0 days 00:12:41,367.3267326732673,0.8685714285714285,6.938239159001314,4.730617608409987,6.955009116479024,8.007411811735718
5,9,2020-01-27,Running,False,Longview Running,5.0,527,0:52:25,155,171,167,180,10:28,9:09,194,354,0.92,0,0,0,0,0,0,0,0,0,0,2:4:25,0:00,0,0:00,No,00:03.41,6,0,10,garmin,0,0 days 00:10:28,0 days 00:10:28,38.8,0.8857142857142857,8.407643312101909,5.732484076433121,8.407870316371872,9.492756808806952
6,10,2020-01-31,Running,False,Longview Running,5.65,612,1:00:01,155,174,168,178,10:38,9:35,381,571,0.9,0,0,0,0,0,0,0,0,0,0,1:00:01,0:00,0,0:00,No,06:56.67,6,0,10,garmin,0,0 days 00:10:38,0 days 00:10:38,67.43362831858407,0.8857142857142857,8.275862068965516,5.6426332288401255,8.27653698656046,9.344477242890843
7,11,2020-02-01,Running,False,Longview Running,10.0,"1,167",1:57:45,165,182,153,237,11:46,4:26,1214,"1,148",0.89,0,0,0,0,0,0,0,0,0,0,1:57:45,0:00,0,0:00,No,00:02.64,11,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46,121.4,0.9428571428571428,7.478753541076486,5.099150141643059,7.48073010729237,7.934107689552514
8,13,2020-02-06,Running,False,Longview Running,2.0,222,0:21:13,157,175,168,176,10:35,9:39,66,79,0.9,0,0,0,0,0,0,0,0,0,0,21:13,0:00,0,0:00,No,00:02.72,3,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35,33.0,0.8971428571428571,8.31496062992126,5.669291338582677,8.315123029910142,9.268449237160986
9,14,2020-02-09,Running,False,New Orleans Running,13.21,"1,595",2:41:45,165,192,146,248,12:15,8:11,1631,"2,326",0.9,0,0,0,0,0,0,0,0,0,0,2:41:45,0:00,0,0:00,No,02:11.46,14,0,10,garmin,1,0 days 00:12:15,0 days 00:12:15,123.4670704012112,0.9428571428571428,7.183673469387755,4.8979591836734695,7.185637244143434,7.621130410455158
