,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,13,2019-12-02,Running,False,Longview Running,5.0,553,0:54:20,161,181,167,180,10:52,8:56,200,197,0.89,0,0,0,0,0,0,0,0,0,0,2:6:20,0:00,0,0:00,No,00:01.94,6,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52,40.0,0.92,8.098159509202453,5.521472392638037,8.09839189106999,8.802599881597816
11,14,2019-12-06,Running,False,Longview Running,3.0,322,0:31:11,164,180,166,176,10:23,9:04,102,236,0.94,0,0,0,0,0,0,0,0,0,0,1:7:11,0:00,0,0:00,No,00:02.48,4,0,10,garmin,0,0 days 00:10:23,0 days 00:10:23,34.0,0.9371428571428572,8.475120385232746,5.778491171749599,8.475296097210565,9.043761079340541
12,15,2019-12-07,Running,False,Longview Running,7.03,775,1:18:59,163,178,167,174,11:14,9:27,551,951,0.86,0,0,0,0,0,0,0,0,0,0,1:18:59,0:00,0,0:00,No,00:17.99,8,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14,78.37837837837837,0.9314285714285714,7.833827893175075,5.3412462908011875,7.834690960768696,8.411478025365165
13,16,2019-12-10,Running,False,Treadmill,5.0,592,0:54:17,0,0,0,0,10:51,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:6:17,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:51,0 days 00:10:51,0.0,0.0,8.110599078341012,5.529953917050691,8.110599078341012,inf
14,17,2019-12-12,Running,False,Longview Running,2.0,203,0:19:25,161,182,170,186,9:42,8:16,82,210,0.98,0,0,0,0,0,0,0,0,0,0,19:25,0:00,0,0:00,No,00:00.99,3,0,10,garmin,0,0 days 00:09:42,0 days 00:09:42,41.0,0.92,9.072164948453608,6.185567010309279,9.072438459117707,9.8613461512149
15,19,2019-12-15,Running,False,Galveston Running,13.09,"1,500",2:43:51,164,187,144,248,12:31,9:41,3907,"4,081",0.89,0,0,0,0,0,0,0,0,0,0,2:43:51,0:00,0,0:00,No,01:02.91,14,0,10,garmin,1,0 days 00:12:31,0 days 00:12:31,298.4721161191749,0.9371428571428572,7.030625832223701,4.793608521970706,7.041850077318664,7.514169289821744
16,20,2019-12-17,Running,False,Longview Running,4.01,429,0:44:34,154,175,168,178,11:07,7:45,194,377,0.86,0,0,0,0,0,0,0,0,0,0,1:20:34,0:00,0,0:00,No,00:04.15,5,0,10,garmin,0,0 days 00:11:07,0 days 00:11:07,48.37905236907731,0.88,7.916041979010494,5.397301349325337,7.916374267920769,8.995879849909965
17,22,2019-12-26,Running,False,Longview Running,3.0,320,0:31:24,161,188,166,178,10:27,9:04,105,240,0.93,0,0,0,0,0,0,0,0,0,0,1:7:24,0:00,0,0:00,No,00:01.87,4,0,10,garmin,0,0 days 00:10:27,0 days 00:10:27,35.0,0.92,8.421052631578947,5.741626794258374,8.42123764356233,9.15351917778514
18,23,2019-12-29,Running,False,Longview Running,2.01,228,0:23:12,159,179,161,182,11:34,9:31,361,226,0.86,0,0,0,0,0,0,0,0,0,0,23:12,0:00,0,0:00,No,00:02.81,3,0,10,garmin,0,0 days 00:11:34,0 days 00:11:34,179.60199004975127,0.9085714285714286,7.60806916426513,5.187319884726225,7.61246937350859,8.378504027446562
19,24,2019-12-29,Running,False,Longview Running,4.0,437,0:41:45,164,181,170,182,10:26,9:24,253,440,0.91,0,0,0,0,0,0,0,0,0,0,1:17:45,0:00,0,0:00,No,00:01.99,5,0,10,garmin,0,0 days 00:10:26,0 days 00:10:26,63.25,0.9371428571428572,8.434504792332268,5.7507987220447285,8.43510994817227,9.000879517866752
20,25,2019-12-30,Running,False,Longview Running,6.0,683,1:04:58,167,182,169,184,10:49,9:47,272,591,0.88,0,0,0,0,0,0,0,0,0,0,1:04:58,0:00,0,0:00,No,00:02.89,7,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49,45.333333333333336,0.9542857142857143,8.135593220338983,5.546995377503852,8.135893080444035,8.52563646154315
21,26,2020-01-01,Running,False,Longview Running,5.01,540,0:53:06,160,176,169,192,10:36,9:01,203,164,0.9,0,0,0,0,0,0,0,0,0,0,2:5:06,0:00,0,0:00,No,00:04.72,6,0,10,garmin,0,0 days 00:10:36,0 days 00:10:36,40.51896207584831,0.9142857142857143,8.30188679245283,5.660377358490567,8.302131241977085,9.080456045912436
22,27,2020-01-04,Running,False,Longview Running,9.0,"1,026",1:43:05,167,186,152,242,11:27,8:49,581,531,0.91,0,0,0,0,0,0,0,0,0,0,1:43:05,0:00,0,0:00,No,00:01.97,10,0,10,garmin,0,0 days 00:11:27,0 days 00:11:27,64.55555555555556,0.9542857142857143,7.685589519650655,5.240174672489084,7.686163940720304,8.05436341093445
23,28,2020-01-07,Running,False,Longview Running,6.0,655,1:05:06,161,189,167,186,10:51,8:54,384,568,0.89,0,0,0,0,0,0,0,0,0,0,1:05:06,0:00,0,0:00,No,00:02.26,7,0,10,garmin,0,0 days 00:10:51,0 days 00:10:51,64.0,0.92,8.110599078341012,5.529953917050691,8.111194876408248,8.816516170008965
24,31,2020-01-14,Running,False,Longview Running,4.0,431,0:43:20,157,184,165,178,10:49,9:25,315,492,0.9,0,0,0,0,0,0,0,0,0,0,1:19:20,0:00,0,0:00,No,00:01.84,5,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49,78.75,0.8971428571428571,8.135593220338983,5.546995377503852,8.136498053189824,9.06934496374662
25,34,2020-01-20,Running,False,Longview Running,6.01,639,1:07:33,150,168,165,184,11:15,9:22,279,295,0.87,0,0,0,0,0,0,0,0,0,0,1:07:33,0:00,0,0:00,No,00:03.26,7,0,10,garmin,0,0 days 00:11:15,0 days 00:11:15,46.42262895174709,0.8571428571428571,7.822222222222221,5.333333333333333,7.8225245537082895,9.126278645993004
26,35,2020-01-23,Running,False,Longview Running,6.01,657,1:04:40,158,176,167,188,10:46,8:49,285,410,0.89,0,0,0,0,0,0,0,0,0,0,1:04:40,0:00,0,0:00,No,00:03.87,7,0,10,garmin,0,0 days 00:10:46,0 days 00:10:46,47.42096505823628,0.9028571428571428,8.173374613003094,5.572755417956656,8.173704249721675,9.053153441147426
27,36,2020-01-25,Running,False,Longview Running,10.0,"1,103",1:52:13,160,179,168,176,11:13,9:41,528,774,0.85,0,0,0,0,0,0,0,0,0,0,1:52:13,0:00,0,0:00,No,00:01.74,11,0,10,garmin,0,0 days 00:11:13,0 days 00:11:13,52.8,0.9142857142857143,7.845468053491826,5.349182763744428,7.845860317088158,8.581409721815172
28,37,2020-01-27,Running,False,Longview Running,5.0,527,0:52:25,155,171,167,180,10:28,9:09,194,354,0.92,0,0,0,0,0,0,0,0,0,0,2:4:25,0:00,0,0:00,No,00:03.41,6,0,10,garmin,0,0 days 00:10:28,0 days 00:10:28,38.8,0.8857142857142857,8.407643312101909,5.732484076433121,8.407870316371872,9.492756808806952
29,38,2020-01-27,Running,False,Longview Running,1.01,124,0:12:48,152,166,139,178,12:41,8:06,371,151,0.91,0,0,0,0,0,0,0,0,0,0,12:48,0:00,0,0:00,No,00:05.21,2,0,10,garmin,0,0 days 00:12:41,0 days 00:12:41,367.3267326732673,0.8685714285714285,6.938239159001314,4.730617608409987,6.955009116479024,8.007411811735718
30,39,2020-01-31,Running,False,Longview Running,5.65,612,1:00:01,155,174,168,178,10:38,9:35,381,571,0.9,0,0,0,0,0,0,0,0,0,0,1:00:01,0:00,0,0:00,No,06:56.67,6,0,10,garmin,0,0 days 00:10:38,0 days 00:10:38,67.43362831858407,0.8857142857142857,8.275862068965516,5.6426332288401255,8.27653698656046,9.344477242890843
31,40,2020-02-01,Running,False,Longview Running,10.0,"1,167",1:57:45,165,182,153,237,11:46,4:26,1214,"1,148",0.89,0,0,0,0,0,0,0,0,0,0,1:57:45,0:00,0,0:00,No,00:02.64,11,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46,121.4,0.9428571428571428,7.478753541076486,5.099150141643059,7.48073010729237,7.934107689552514
32,42,2020-02-06,Running,False,Longview Running,2.0,222,0:21:13,157,175,168,176,10:35,9:39,66,79,0.9,0,0,0,0,0,0,0,0,0,0,21:13,0:00,0,0:00,No,00:02.72,3,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35,33.0,0.8971428571428571,8.31496062992126,5.669291338582677,8.315123029910142,9.268449237160986
33,43,2020-02-09,Running,False,New Orleans Running,13.21,"1,595",2:41:45,165,192,146,248,12:15,8:11,1631,"2,326",0.9,0,0,0,0,0,0,0,0,0,0,2:41:45,0:00,0,0:00,No,02:11.46,14,0,10,garmin,1,0 days 00:12:15,0 days 00:12:15,123.4670704012112,0.9428571428571428,7.183673469387755,4.8979591836734695,7.185637244143434,7.621130410455158
