date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2018-12-01,Treadmill Running,False,Treadmill Running,3.0,346,0:32:34,164,185,164,172,10:51,9:09,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1:8:34,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:51,0 days 00:10:51
2018-12-03,Treadmill Running,False,Treadmill Running,3.0,330,0:32:09,159,185,165,182,10:43,6:05,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1:8:09,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:43,0 days 00:10:43
2018-12-12,Running,False,Longview Running,1.5,157,0:15:53,156,183,167,180,10:35,8:59,59,66,0.91,0,0,0,0,0,0,0,0,0,0,15:53,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:35,0 days 00:10:35
2018-12-12,Indoor Running,False,Indoor Running,1.5,123,0:19:13,123,150,127,176,12:49,10:25,0,0,0.76,0,0,0,0,0,0,0,0,0,0,19:13,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:49,0 days 00:12:49
2018-12-13,Treadmill Running,False,Treadmill Running,2.5,272,0:27:32,154,177,164,170,11:01,8:43,0,0,0.82,0,0,0,0,0,0,0,0,0,0,1:3:32,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:01,0 days 00:11:01
2018-12-13,Treadmill Running,False,Treadmill Running,0.5,58,0:05:22,165,191,161,178,10:44,11:01,0,0,0.81,0,0,0,0,0,0,0,0,0,0,5:22.2,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:44,0 days 00:10:44
2018-12-14,Treadmill Running,False,Treadmill Running,3.0,324,0:31:38,159,184,165,174,10:33,8:49,0,0,0.81,0,0,0,0,0,0,0,0,0,0,1:7:38,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:33,0 days 00:10:33
2018-12-16,Running,False,Longview Running,4.0,444,0:44:06,161,179,165,180,11:01,9:15,135,266,0.89,0,0,0,0,0,0,0,0,0,0,1:20:06,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:11:01,0 days 00:11:01
2018-12-19,Indoor Running,False,Indoor Running,3.0,302,0:34:08,144,163,140,182,11:23,9:16,0,0,0.85,0,0,0,0,0,0,0,0,0,0,1:10:08,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:23,0 days 00:11:23
2018-12-20,Treadmill Running,False,Treadmill Running,3.0,327,0:32:37,157,181,166,180,10:52,6:36,0,0,0.82,0,0,0,0,0,0,0,0,0,0,1:8:37,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:52,0 days 00:10:52
2018-12-21,Running,False,Longview Running,3.0,312,0:33:03,150,171,166,184,11:00,9:04,115,118,0.88,0,0,0,0,0,0,0,0,0,0,1:9:03:00.000,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:00,0 days 00:11:00
2018-12-24,Treadmill Running,False,Treadmill Running,3.0,357,0:34:43,161,185,158,249,11:34,10:01,0,0,0.77,0,0,0,0,0,0,0,0,0,0,1:10:43,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:34,0 days 00:11:34
2018-12-24,Running,False,Longview Running,2.0,225,0:23:52,151,166,157,174,11:55,9:51,249,46,0.86,0,0,0,0,0,0,0,0,0,0,23:52,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:55,0 days 00:11:55
2018-12-26,Treadmill Running,False,Treadmill Running,3.0,339,0:33:02,159,179,164,176,11:01,8:46,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1:9:02,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:01,0 days 00:11:01
2018-12-27,Running,False,Longview Running,6.0,639,1:11:03,152,189,163,178,11:50,9:55,177,190,0.84,0,0,0,0,0,0,0,0,0,0,1:11:03,0:00,0,0:00,No,00:00.00,7,0,10,garmin,0,0 days 00:11:50,0 days 00:11:50
